Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
PLA2G1B	"PLA2, PLA2A, PPLA2"	ENSG00000170890	"Phospholipase A2 group IB"	P04054	12	120322115-120327779	"Candidate cardiovascular disease genes, Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins, Predicted secreted proteins, RAS pathway related proteins"	"Lipid metabolism, Phospholipid metabolism"	Hydrolase	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	2908	"pancreas: 113918.1"	"Cell type enriched"	"Detected in some"	39	"Exocrine glandular cells: 9563.7"	"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	82	"Pancreatic Adenocarcinoma (TCGA): 1402.2"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Lung - Alveolar cells type 2, Pancreas - Exocrine glandular cells, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA047822, HPA060803"	Enhanced				"Secreted to digestive system"	Enzyme	NA	NA		2100000	"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 15: Pancreas - Proteolysis"		"Cluster 7: Liver cancer - Metabolism"	"Cluster 60: Pancreatic exocrine cells - Proteolysis"	1			"HPA047822: AB_2680169, HPA060803: AB_2684369"			"unprognostic (1.47e-2)"								"unprognostic (1.75e-2)"	"unprognostic (1.72e-1)"		"unprognostic (1.47e-1)"	"unprognostic (5.57e-3)"	"unprognostic (1.23e-3)"	"unprognostic (2.66e-2)"	"unprognostic (2.87e-3)"	"unprognostic (2.25e-1)"	"unprognostic (7.91e-2)"		"unprognostic (1.27e-1)"	"unprognostic (5.36e-2)"					"unprognostic (2.11e-1)"			
PLA2G2A	"PLA2B, PLA2L"	ENSG00000188257	"Phospholipase A2 group IIA"	P14555	1	19975431-19980416	"Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins, Predicted secreted proteins, RAS pathway related proteins"	"Inflammatory response, Lipid metabolism, Phospholipid metabolism"	"Antimicrobial, Bacteriolytic enzyme, Hydrolase"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"adipose tissue: 904.0;intestine: 1462.3;placenta: 558.1;urinary bladder: 630.6"	"Cell type enhanced"	"Detected in many"		"Distal enterocytes: 640.8;Exocrine glandular cells: 430.1;Fibroblasts: 1056.7;Mesothelial cells: 1444.4;Proximal enterocytes: 427.4;Undifferentiated cells: 2509.4"	"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in all"		"Prostate Adenocarcinoma (TCGA): 3345.8"	"Region enhanced"	"Detected in some"		"choroid plexus: 6.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"colorectal cancer: 84.8;Gastric cancer: 164.6"	"Colon - Macrophages, Lung - Fibroblast_2, Thyroid gland - Macrophages"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA015236	Enhanced				"Secreted to blood"	Enzyme	NA	NA	1000000	650000		"Cluster 45: Intestine - Digestion"	"Cluster 12: Non-specific - Vasculature"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 16: Intestinal goblet cells - Mucin production"	1			"HPA015236: AB_10601047"	"unprognostic (2.93e-2)"	"unprognostic (1.56e-2)"	"potential prognostic favorable (2.23e-4)"	"unprognostic (1.78e-1)"	"unprognostic (1.25e-1)"	"unprognostic (4.44e-3)"	"unprognostic (9.16e-2)"	"potential prognostic unfavorable (3.59e-4)"	"unprognostic (4.42e-2)"	"unprognostic (3.83e-1)"	"potential prognostic unfavorable (7.49e-9)"		"potential prognostic unfavorable (1.56e-4)"	"unprognostic (1.46e-1)"	"unprognostic (8.48e-3)"	"unprognostic (6.20e-2)"	"unprognostic (1.60e-2)"	"unprognostic (2.55e-2)"	"unprognostic (2.89e-1)"	"unprognostic (8.86e-2)"	"unprognostic (2.93e-1)"	"unprognostic (1.50e-1)"	"unprognostic (3.67e-1)"	"unprognostic (5.08e-3)"	"unprognostic (5.90e-2)"	"potential prognostic unfavorable (6.51e-4)"	"unprognostic (3.16e-2)"	"unprognostic (3.08e-2)"	"unprognostic (1.24e-1)"	"unprognostic (1.02e-1)"	"unprognostic (1.78e-1)"
PLAT		ENSG00000104368	"Plasminogen activator, tissue type"	P00750	8	42174718-42207709	"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted secreted proteins"	"Plasminogen activation"	"Hydrolase, Protease, Serine protease"	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"parathyroid gland: 237.9;urinary bladder: 174.7"	"Cell type enhanced"	"Detected in many"		"Basal respiratory cells: 133.4;Breast glandular cells: 99.1;Endometrial stromal cells: 101.4;Endothelial cells: 108.9;Fibroblasts: 93.6;granulocytes: 135.2;Lymphatic endothelial cells: 87.5"	"Group enriched"	"Detected in all"	4	"central nervous system macrophage: 78.9;endothelial cell: 233.4;oligodendrocyte precursor cell: 69.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"skin cancer: 246.4"	"Kidney - Endothelial cells, Minor Salivary Gland - Endothelial cells, Pituitary gland - Fibroblasts, Prostate - Urothelial cells, Testis - Sertoli cells, Thyroid gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA003412, CAB009335"	Supported		Approved	"Actin filaments"	"Secreted to blood"	Enzyme	NA	NA	9900000	620000		"Cluster 24: Parathyroid gland - Vesicular transport"	"Cluster 47: Endothelial cells - Vasculature"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"	5	"Actin filaments"		"CAB009335: AB_2237146, HPA003412: AB_1858205"	"unprognostic (5.66e-2)"	"unprognostic (1.15e-3)"	"unprognostic (3.43e-2)"	"unprognostic (6.21e-2)"	"unprognostic (2.13e-1)"	"unprognostic (5.50e-2)"	"unprognostic (2.98e-2)"	"unprognostic (2.49e-3)"	"unprognostic (9.18e-2)"	"unprognostic (2.57e-1)"	"validated prognostic favorable (4.77e-4)"	"validated prognostic favorable (7.71e-4)"	"unprognostic (3.62e-2)"	"unprognostic (2.86e-2)"	"unprognostic (1.98e-3)"	"unprognostic (1.25e-1)"	"potential prognostic unfavorable (1.83e-4)"	"unprognostic (1.34e-1)"	"unprognostic (1.44e-1)"	"unprognostic (3.74e-2)"	"unprognostic (2.28e-2)"	"unprognostic (5.11e-3)"	"unprognostic (2.84e-1)"	"unprognostic (4.16e-1)"	"unprognostic (2.58e-1)"	"unprognostic (8.58e-2)"	"unprognostic (2.54e-1)"	"unprognostic (3.97e-3)"	"unprognostic (9.14e-2)"	"unprognostic (1.97e-2)"	"unprognostic (2.85e-1)"
PLG		ENSG00000122194	Plasminogen	P00747	6	160702194-160754097	"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Blood coagulation, Fibrinolysis, Hemostasis, Tissue remodeling"	"Hydrolase, Protease, Serine protease"	"Cancer-related genes, Disease variant, FDA approved drug targets, Thrombophilia"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	11	"liver: 2571.0"	"Cell type enriched"	"Detected in some"	8	"Hepatocytes: 1618.7"	"Low cell type specificity"	"Detected in some"			"Cancer enriched"	"Detected in some"	41	"Liver Hepatocellular Carcinoma (TCGA): 397.7"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"liver cancer: 2.6"	"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Lung - Respiratory ciliated cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"CAB000668, CAB016678, HPA021602, HPA048823, HPA053770"	Supported		Approved	Vesicles	"Secreted to blood"	"Blood coagulation"	NA	NA	140000000000	54000000000		"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 14: Neurons - Synaptic function"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 62: Hepatocytes - Metabolism"	16	Vesicles		"CAB000668: , CAB016678: AB_1621208, HPA021602: AB_1855453, HPA048823: AB_2680532, HPA053770: AB_2682256"											"potential prognostic favorable (5.22e-8)"	"unprognostic (3.27e-3)"		"unprognostic (2.54e-3)"	"potential prognostic favorable (7.62e-4)"								"potential prognostic unfavorable (5.74e-4)"								
PNLIP	PL	ENSG00000175535	"Pancreatic lipase"	P16233	10	116545931-116567855	"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted secreted proteins"	"Lipid degradation, Lipid metabolism"	Hydrolase	"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	4811	"pancreas: 430750.5"	"Cell type enriched"	"Detected in some"	15	"Exocrine glandular cells: 2323.2"	"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	4399	"Pancreatic Adenocarcinoma (TCGA): 3428.8"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Pancreas - Exocrine glandular cells"	"Low region specificity"	"Detected in some"			"Not detected"	"Not detected"			"HPA062430, HPA062494"	Enhanced				"Secreted to digestive system"	Enzyme	NA	NA		8000000		"Cluster 15: Pancreas - Proteolysis"		"Cluster 66: Non-specific - Mitochondria"	"Cluster 60: Pancreatic exocrine cells - Proteolysis"				"HPA062430: AB_2684761, HPA062494: AB_2684782"																						"unprognostic (1.68e-2)"	"unprognostic (6.04e-2)"								
PPIA	CYPA	ENSG00000196262	"Peptidylprolyl isomerase A"	P62937	7	44796680-44824564	"Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Apoptosis, Host-virus interaction"	"Isomerase, Rotamase"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"												"CAB004655, HPA058345"	Uncertain				"Secreted to blood"	Enzyme	NA	NA		210000000	"Cluster 13: Non-specific - Mitochondria"	"Cluster 33: Brain - Neuronal signaling"	"Cluster 14: Neurons - Synaptic function"	"Cluster 67: Non-specific - Unknown function"	"Cluster 49: Non-specific - Transcription"	52			"CAB004655: AB_425607, HPA058345: AB_2683685"	"unprognostic (9.63e-3)"	"unprognostic (6.63e-2)"	"unprognostic (2.39e-2)"	"unprognostic (2.22e-2)"	"unprognostic (1.12e-1)"	"unprognostic (2.42e-1)"	"unprognostic (1.39e-3)"	"unprognostic (1.19e-1)"	"unprognostic (2.11e-3)"	"unprognostic (8.90e-3)"	"unprognostic (7.13e-2)"	"potential prognostic unfavorable (4.53e-4)"	"unprognostic (4.48e-2)"	"validated prognostic unfavorable (1.91e-5)"	"validated prognostic unfavorable (4.99e-9)"	"potential prognostic unfavorable (8.07e-6)"	"unprognostic (1.46e-2)"	"unprognostic (4.63e-2)"	"unprognostic (2.45e-1)"	"unprognostic (1.80e-2)"	"unprognostic (7.52e-2)"	"potential prognostic unfavorable (6.29e-5)"	"unprognostic (8.07e-2)"	"unprognostic (1.41e-1)"	"unprognostic (1.71e-1)"	"unprognostic (5.77e-2)"	"unprognostic (1.20e-1)"	"unprognostic (4.13e-1)"	"unprognostic (2.18e-1)"	"unprognostic (6.18e-2)"	"unprognostic (5.99e-2)"
PRG2	"BMPG, MBP, proMBP"	ENSG00000186652	"Proteoglycan 2, pro eosinophil major basic protein"	P13727	11	57386780-57390650	"FDA approved drug targets, Plasma proteins, Predicted secreted proteins"	Immunity	"Antibiotic, Antimicrobial, Heparin-binding"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	12	"placenta: 2526.3"	"Group enriched"	"Detected in some"	21	"Erythroid cells: 34.9;Extravillous trophoblasts: 106.5"	"Cell type enhanced"	"Detected in single"		"pericyte: 1.1"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Immune cell enriched"	"Detected in single"	36	"basophil: 7.3"	"Lineage enriched"	"Detected in single"	74	"granulocytes: 7.3"	"Cancer enriched"	"Detected in some"	47	"Leukemia: 370.8"	"Lung - Neutrophil_1, Spleen - Hematopoietic stem cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA038515	Supported				"Secreted in female reproductive system"	Immunity	NA	NA		74000000		"Cluster 58: Placenta - Pregnancy"		"Cluster 49: HMC-1 - Innate immune response"	"Cluster 4: Extravillous trophoblasts - Unknown function"	146			"HPA038515: AB_10675800"			"unprognostic (1.38e-1)"												"potential prognostic favorable (7.58e-5)"																
PROC		ENSG00000115718	"Protein C, inactivator of coagulation factors Va and VIIIa"	P04070	2	127418427-127429242	"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Blood coagulation, Hemostasis"	"Hydrolase, Protease, Serine protease"	"Cancer-related genes, Disease variant, FDA approved drug targets, Thrombophilia"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	40	"liver: 584.1"	"Cell type enriched"	"Detected in some"	4	"Hepatocytes: 339.4"	"Cell type enhanced"	"Detected in some"		"deep-layer near-projecting: 3.9;lower rhombic lip: 6.0"	"Cancer enriched"	"Detected in many"	7	"Liver Hepatocellular Carcinoma (TCGA): 301.0"	"Low region specificity"	"Detected in many"			"Immune cell enriched"	"Detected in some"	9	"plasmacytoid DC: 59.8"	"Lineage enriched"	"Detected in many"	9	"dendritic cells: 59.8"	"Cancer enriched"	"Detected in many"	6	"liver cancer: 28.4"	"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skin - Outer root sheath cells"					"Not detected"	"Not detected"			"HPA005550, CAB016721, CAB016792"	Approved				"Secreted to blood"	"Blood coagulation"	NA	NA		3100000000	"Cluster 8: Plasmacytoid DCs - Unknown function"	"Cluster 31: Liver - Plasma proteins"	"Cluster 26: Oligodendrocytes - Mixed function"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 43: Hepatocytes - Metabolism"	2			"CAB016721: , CAB016792: , HPA005550: AB_1079687"	"unprognostic (7.94e-3)"	"unprognostic (2.01e-2)"	"unprognostic (3.70e-1)"	"unprognostic (1.49e-3)"	"unprognostic (1.09e-1)"	"unprognostic (7.90e-2)"	"unprognostic (3.68e-1)"		"unprognostic (1.67e-2)"		"unprognostic (4.80e-3)"	"unprognostic (1.54e-2)"	"unprognostic (4.75e-3)"	"unprognostic (7.99e-3)"	"potential prognostic favorable (9.35e-4)"	"unprognostic (4.14e-1)"	"unprognostic (1.95e-2)"	"unprognostic (5.99e-2)"		"unprognostic (3.90e-1)"	"unprognostic (4.17e-2)"	"unprognostic (1.51e-2)"	"unprognostic (1.29e-1)"	"unprognostic (6.63e-2)"	"unprognostic (2.81e-2)"	"unprognostic (4.92e-2)"		"unprognostic (3.76e-3)"	"unprognostic (3.37e-1)"	"unprognostic (1.73e-2)"	"unprognostic (9.58e-3)"
PROS1	PROS	ENSG00000184500	"Protein S"	P07225	3	93873051-93980003	"Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Blood coagulation, Fibrinolysis, Hemostasis"		"Disease variant, FDA approved drug targets, Thrombophilia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"choroid plexus: 137.3;liver: 274.9"	"Cell type enhanced"	"Detected in many"		"Hepatocytes: 261.3;Mesothelial cells: 85.9"	"Group enriched"	"Detected in all"	4	"choroid plexus epithelial cell: 939.1;ependymal cell: 337.2"	"Low cancer specificity"	"Detected in all"			"Region enriched"	"Detected in all"	34	"choroid plexus: 214.4"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"skin cancer: 46.7"	"Adrenal gland - Fibroblasts, Breast - Fibroblasts, Liver - Hepatocytes, Minor Salivary Gland - Macrophages"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA007724, HPA023974, CAB032610"	Approved				"Secreted to blood"	"Blood coagulation"	NA	NA	22500000000	8100000000		"Cluster 83: Liver - Metabolism"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 53: Fibroblasts - ECM organization"	19			"CAB032610: AB_2237647, HPA007724: AB_1079688, HPA023974: AB_1855738"	"unprognostic (3.93e-2)"	"unprognostic (1.13e-2)"	"unprognostic (1.41e-1)"	"potential prognostic unfavorable (1.88e-4)"	"unprognostic (2.02e-2)"	"unprognostic (6.63e-2)"	"unprognostic (1.61e-1)"	"unprognostic (1.24e-1)"	"unprognostic (1.20e-1)"	"unprognostic (3.82e-3)"	"potential prognostic favorable (3.02e-7)"	"unprognostic (5.17e-3)"	"unprognostic (1.34e-1)"	"unprognostic (7.58e-2)"	"unprognostic (4.64e-1)"	"unprognostic (6.34e-2)"	"unprognostic (3.68e-1)"	"unprognostic (6.29e-2)"	"unprognostic (1.38e-1)"	"unprognostic (2.91e-2)"	"unprognostic (4.28e-3)"	"unprognostic (1.04e-1)"	"unprognostic (2.67e-1)"	"unprognostic (1.24e-1)"	"unprognostic (8.44e-2)"	"unprognostic (6.81e-2)"	"unprognostic (7.35e-2)"	"potential prognostic unfavorable (1.52e-4)"	"unprognostic (1.80e-1)"	"unprognostic (7.22e-2)"	"unprognostic (2.94e-1)"
REN		ENSG00000143839	Renin	P00797	1	204154819-204190324	"Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins"		"Aspartyl protease, Hydrolase, Protease"	"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	10	"kidney: 157.7"	"Group enriched"	"Detected in some"	5	"Club cells: 33.8;Late spermatids: 27.8;Smooth muscle cells: 14.8"	"Cell type enhanced"	"Detected in some"		"choroid plexus epithelial cell: 16.8;ependymal cell: 7.2"	"Cancer enriched"	"Detected in many"	9	"Kidney Renal Clear Cell Carcinoma (TCGA): 94.7"	"Region enhanced"	"Detected in many"		"choroid plexus: 7.5"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	5	"Bladder cancer: 22.1;colorectal cancer: 8.4"	"Lung - Alveolar cells type 2, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA005131	Approved				"Secreted to blood"	Enzyme	NA	NA	692000	9600		"Cluster 52: Kidney - Transmembrane transport"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 50: Connective tissue cells - ECM organization"	5			"HPA005131: AB_1079174"	"unprognostic (6.94e-2)"		"unprognostic (1.19e-2)"		"unprognostic (1.18e-1)"	"unprognostic (2.37e-1)"				"unprognostic (1.77e-1)"	"potential prognostic favorable (8.68e-6)"	"unprognostic (2.00e-2)"	"potential prognostic unfavorable (3.47e-5)"	"unprognostic (2.05e-2)"	"unprognostic (1.63e-1)"		"unprognostic (1.42e-1)"			"unprognostic (1.72e-2)"	"unprognostic (2.18e-2)"				"unprognostic (1.13e-1)"	"unprognostic (5.58e-3)"			"unprognostic (2.11e-1)"	"unprognostic (1.33e-1)"	"unprognostic (2.25e-1)"
SCN1B		ENSG00000105711	"Sodium voltage-gated channel beta subunit 1"	Q07699	19	35030470-35040449	"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins"	"Cell adhesion, Ion transport, Sodium transport, Transport"	"Ion channel, Sodium channel, Voltage-gated channel"	"Atrial fibrillation, Brugada syndrome, Disease variant, Epilepsy, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"brain: 278.8;skeletal muscle: 551.8;tongue: 218.9"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 65.8;Excitatory neurons: 48.8;Horizontal cells: 63.6;Inhibitory neurons: 46.5;Skeletal myocytes: 151.2"	"Cell type enhanced"	"Detected in all"		"cerebellar inhibitory: 205.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"thyroid cancer: 23.5"	"Minor Salivary Gland - Endothelial cells, Spleen - Macrophages"	"Low region specificity"	"Detected in all"			"Region enhanced"	"Detected in all"		"cerebral cortex: 536.8"						"Secreted in other tissues"	Transport	NA	NA				"Cluster 79: Non-specific - Transcription"	"Cluster 52: Neurons & Synapses - Synaptic function"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 57: Platelets - Hemostasis"	1				"unprognostic (2.34e-2)"	"unprognostic (1.81e-1)"	"unprognostic (8.87e-2)"	"unprognostic (4.12e-2)"	"unprognostic (1.08e-1)"	"unprognostic (7.72e-2)"	"unprognostic (3.28e-3)"	"unprognostic (1.84e-1)"	"unprognostic (4.04e-2)"	"unprognostic (6.10e-2)"	"unprognostic (3.26e-3)"	"unprognostic (4.37e-3)"	"potential prognostic favorable (1.85e-4)"	"unprognostic (8.76e-3)"	"unprognostic (1.06e-1)"	"unprognostic (8.55e-2)"	"unprognostic (1.23e-1)"	"unprognostic (7.77e-2)"	"unprognostic (1.11e-1)"	"unprognostic (3.24e-3)"	"unprognostic (2.22e-2)"	"potential prognostic favorable (3.80e-5)"	"unprognostic (1.91e-1)"	"unprognostic (3.29e-2)"	"unprognostic (1.91e-2)"	"unprognostic (2.67e-1)"	"unprognostic (1.24e-2)"	"unprognostic (6.25e-3)"	"unprognostic (1.95e-1)"	"unprognostic (3.72e-2)"	"unprognostic (7.88e-2)"
