Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
TAAR1	"TA1, TAR1, TRAR1"	ENSG00000146399	"Trace amine associated receptor 1"	Q96RJ0	6	132643312-132659182	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enriched"	"Detected in single"	6	"stomach 1: 4.9"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA): 1.7"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	4	"pancreatic cancer: 2.1"		"Not detected"	"Not detected"							HPA055614	Approved						NA	NA				"Cluster 48: Stomach - Proteolysis"		"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 42: Ciliated cells - Cilium assembly"				"HPA055614: AB_2682862"				"unprognostic (2.97e-1)"																											
TAAR2	GPR58	ENSG00000146378	"Trace amine associated receptor 2"	Q9P1P5	6	132617022-132624275	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Cell type enhanced"	"Detected in some"		"Early spermatids: 2.0;Late spermatids: 2.3"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA							"Cluster 11: Late spermatids - Unknown function"																																			
TAAR5	PNR	ENSG00000135569	"Trace amine associated receptor 5"	O14804	6	132588592-132589741	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"							HPA051703	Uncertain						NA	NA							"Cluster 68: Cardiomyocytes - Muscle contraction"				"HPA051703: AB_2681580"																															
TAAR6	"TA4, TRAR4"	ENSG00000146383	"Trace amine associated receptor 6"	Q96RI8	6	132570322-132571359	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"								"Not detected"	"Not detected"										NA	NA						"Cluster 11: Neuronal - Sensory perception"																																				
TAAR8	"GPR102, TA5, TAR5, TRAR5"	ENSG00000146385	"Trace amine associated receptor 8"	Q969N4	6	132552672-132553756	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA						"Cluster 11: Neuronal - Sensory perception"																																				
TAAR9	"TA3, TAR3, TRAR3"	ENSG00000237110	"Trace amine associated receptor 9"	Q96RI9	6	132538277-132539336	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Evidence at protein level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA						"Cluster 15: Kidney cancer - Membrane components"		1																																		
TACR1	"NK1R, NKIR, SPR, TAC1R"	ENSG00000115353	"Tachykinin receptor 1"	P25103	2	75046463-75199520	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adipose tissue: 6.0"	"Cell type enriched"	"Detected in some"	4	"Inhibitory neurons: 79.8"	"Cell type enhanced"	"Detected in all"		"eccentric medium spiny neuron: 156.4;LAMP5-LHX6 and Chandelier: 305.0;splatter: 155.2"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	23	"basophil: 2.2"	"Lineage enriched"	"Detected in single"	23	"granulocytes: 2.2"	"Group enriched"	"Detected in some"	4	"Brain cancer: 2.9;ovarian cancer: 1.2"	"Kidney - Endothelial cells, Minor Salivary Gland - Endothelial cells, Prostate - Endothelial cells, Skin - Endothelial cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"HPA055565, HPA074573"	Enhanced		Approved	"Plasma membrane,Centrosome,Basal body"			NA	NA				"Cluster 62: Connective tissue - ECM organization"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 65: Neurons - Synaptic function"	14	"Plasma membrane, Centrosome, Basal body"		"HPA055565: , HPA074573: AB_2686701"		"potential prognostic favorable (7.18e-4)"	"unprognostic (4.16e-2)"				"unprognostic (7.10e-2)"	"potential prognostic favorable (1.96e-4)"											"unprognostic (4.07e-1)"	"unprognostic (1.18e-1)"	"unprognostic (1.84e-3)"										
TACR2	"NK2R, NKNAR, SKR, TAC2R"	ENSG00000075073	"Tachykinin receptor 2"	P21452	10	69403903-69416918	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	5	"intestine: 176.9"	"Cell type enhanced"	"Detected in some"		"Kupffer cells: 1.9;Leydig cells: 2.4;Ovarian stromal cells: 2.8;Serous glandular cells: 2.4;Sertoli cells: 2.7;Smooth muscle cells: 2.2"	"Cell type enhanced"	"Detected in single"		"hippocampal CA4: 1.9"	"Cancer enhanced"	"Detected in many"		"Stomach Adenocarcinoma (TCGA): 11.3"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"intermediate monocyte: 1.3"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in some"			"Prostate - Smooth muscle cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA076573			Supported	"Plasma membrane"			NA	NA				"Cluster 45: Intestine - Digestion"	"Cluster 51: Neurons - Mixed function"	"Cluster 2: Mucus-secreting cells - Unknown function"	"Cluster 32: Smooth muscle cells - Muscle contraction"	1	"Plasma membrane"		"HPA076573: AB_2732313"	"unprognostic (1.38e-1)"	"unprognostic (5.33e-2)"	"unprognostic (1.60e-1)"	"potential prognostic favorable (3.82e-4)"	"unprognostic (4.01e-1)"	"unprognostic (2.36e-2)"				"unprognostic (8.34e-3)"		"unprognostic (8.39e-3)"				"unprognostic (9.09e-2)"				"unprognostic (3.03e-2)"	"unprognostic (9.78e-2)"	"unprognostic (9.89e-3)"	"potential prognostic favorable (1.76e-4)"	"unprognostic (6.06e-2)"	"unprognostic (8.70e-2)"	"unprognostic (4.76e-2)"	"unprognostic (1.17e-3)"	"unprognostic (7.28e-3)"			"unprognostic (3.18e-2)"
TACR3	"NK3R, NKR, TAC3R"	ENSG00000169836	"Tachykinin receptor 3"	P29371	4	103586031-103719985	"Disease related genes, G-protein coupled receptors, Human disease related genes, Potential drug targets, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"Disease variant, Hypogonadotropic hypogonadism"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	8	"brain: 1.3;retina: 2.6;urinary bladder: 1.8"	"Group enriched"	"Detected in some"	8	"Bipolar cells: 11.5;Excitatory neurons: 6.5;Extravillous trophoblasts: 5.4;Oligodendrocytes: 9.8;Oocytes: 6.6"	"Cell type enhanced"	"Detected in many"		"amygdala excitatory: 32.1;hippocampal CA1-3: 66.1;splatter: 28.5"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in many"		"pons: 18.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	21	"Sarcoma: 2.9"	"Kidney - Podocytes"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA009418	Uncertain						NA	NA				"Cluster 76: Retina - Visual perception"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 54: Non-specific - Transcription"	"Cluster 2: Skeletal myocytes - Muscle contraction"				"HPA009418: AB_1857727"																															
TAS1R1	"GPR70, T1R1, TR1"	ENSG00000173662	"Taste 1 receptor member 1"	Q7RTX1	1	6555307-6579755	"G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Tissue enriched"	"Detected in single"	5	"testis: 4.2"	"Cell type enhanced"	"Detected in some"		"Early spermatids: 4.9;Late spermatids: 17.2;Schwann cells: 4.0;Spermatogonia: 2.0"	"Cell type enhanced"	"Detected in some"		"ependymal cell: 4.1"	"Low cancer specificity"	"Detected in single"			"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	5	"Myeloma: 1.7"	"Minor Salivary Gland - Minor salivary glandular cells, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"HPA034579, HPA034580"	Approved						NA	NA				"Cluster 44: Testis - Spermatogenesis"	"Cluster 46: Brainstem - Mixed function"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 63: Late spermatids - Spermatogenesis"				"HPA034579: AB_2674232, HPA034580: AB_10671504"																															"unprognostic (3.17e-2)"
TAS1R2	"GPR71, T1R2, TR2"	ENSG00000179002	"Taste 1 receptor member 2"	Q8TE23	1	18839599-18859660	"G-protein coupled receptors, Predicted membrane proteins, Transporters"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"No human protein/transcript evidence"	"No human protein/transcript evidence"	"No human protein/transcript evidence"	"No human protein/transcript evidence"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA																																										
TAS1R3	T1R3	ENSG00000169962	"Taste 1 receptor member 3"	Q7RTX0	1	1331280-1335314	"G-protein coupled receptors, Predicted membrane proteins, Transporters"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"epididymis: 11.9;lymphoid tissue: 3.6;salivary gland: 7.7"	"Cell type enhanced"	"Detected in some"		"B-cells: 1.7;Plasma cells: 7.0;Serous glandular cells: 3.1"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	17	"memory B-cell: 1.6"	"Lineage enriched"	"Detected in single"	17	"B-cells: 1.6"	"Cancer enhanced"	"Detected in some"		"Myeloma: 7.0"	"Breast - Plasma cells, Spleen - Plasma cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA053439	Uncertain		Supported	"Golgi apparatus,Plasma membrane"			NA	NA			"Cluster 17: B-cells - Immunoglobulins"	"Cluster 50: Epididymis - Male reproductive secretion"	"Cluster 6: Non-specific - Immune response"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 77: Plasma cells - Protein processing"		"Plasma membrane"	"Golgi apparatus"	"HPA053439: AB_2682150"	"unprognostic (5.59e-3)"	"unprognostic (6.29e-2)"	"unprognostic (1.29e-1)"		"unprognostic (8.35e-2)"	"unprognostic (2.21e-2)"										"unprognostic (1.45e-1)"		"unprognostic (2.08e-2)"		"unprognostic (3.43e-1)"					"unprognostic (3.16e-1)"	"potential prognostic favorable (6.68e-4)"		"unprognostic (8.49e-2)"		"unprognostic (3.84e-3)"	
TAS2R1	"T2R1, TRB7"	ENSG00000169777	"Taste 2 receptor member 1"	Q9NYW7	5	9627347-9712378	"G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	25	"testis: 7.3"	"Group enriched"	"Detected in some"	20	"Early spermatids: 26.2;Late spermatids: 75.7"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA051879	Uncertain						NA	NA				"Cluster 20: Testis - Spermatogenesis"	"Cluster 33: Neurons - Mixed function"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 11: Late spermatids - Unknown function"				"HPA051879: AB_2681649"																															
TAS2R10	"T2R10, TRB2"	ENSG00000121318	"Taste 2 receptor member 10"	Q9NYW0	12	10825219-10826358	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	23	"Astrocytes: 5.9;Excitatory neurons: 13.9;Inhibitory neurons: 13.8;Microglial cells: 4.5;Oligodendrocyte precursor cells: 13.2;Oligodendrocytes: 10.2"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA070201			Approved	"Vesicles,Plasma membrane,Actin filaments"			NA	NA					"Cluster 9: Non-specific - Receptor signaling"	"Cluster 24: Non-specific - Unknown function"	"Cluster 65: Neurons - Synaptic function"	4	"Vesicles, Plasma membrane"	"Actin filaments"	"HPA070201: "			"unprognostic (2.74e-1)"					"unprognostic (6.89e-2)"																							
TAS2R13	"T2R13, TRB3"	ENSG00000212128	"Taste 2 receptor member 13"	Q9NYV9	12	10907926-10909562	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Not detected"	"Not detected"			"Cell type enhanced"	"Detected in single"		"Horizontal cells: 1.3"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"														NA	NA					"Cluster 9: Non-specific - Receptor signaling"		"Cluster 71: Horizontal & Bipolar cells - Neuronal signaling"												"unprognostic (8.55e-2)"															"unprognostic (3.66e-3)"								
TAS2R14	"T2R14, TRB1"	ENSG00000212127	"Taste 2 receptor member 14"	Q9NYV8	12	10937408-11171573	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Bipolar cells: 5.4;Distal tubular cells: 6.1;Horizontal cells: 6.9;Rod photoreceptor cells: 7.2;Skeletal myocytes: 6.8"	"Low cell type specificity"	"Detected in some"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"																			NA	NA				"Cluster 66: Non-specific - Transcription"	"Cluster 46: Brainstem - Mixed function"	"Cluster 56: Non-specific - Sensory perception"	"Cluster 66: Photoreceptor cells - Visual perception"	3						"unprognostic (1.24e-2)"			"unprognostic (7.83e-2)"		"unprognostic (6.67e-3)"							"unprognostic (1.70e-1)"						"unprognostic (3.20e-1)"		"potential prognostic unfavorable (3.68e-6)"								
TAS2R16	T2R16	ENSG00000128519	"Taste 2 receptor member 16"	Q9NYV7	7	122994704-122995700	"G-protein coupled receptors, Human disease related genes, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Evidence at protein level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA																																										
TAS2R19	"T2R19, T2R23, TAS2R23, TAS2R48"	ENSG00000212124	"Taste 2 receptor member 19"	P59542	12	11021619-11022620	"G-protein coupled receptors, Predicted membrane proteins, Transporters"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in some"			"Cell type enhanced"	"Detected in single"		"Prostatic glandular cells: 1.2"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"																			NA	NA				"Cluster 66: Non-specific - Transcription"	"Cluster 30: White matter - Myelination"		"Cluster 40: Prostatic glandular cells - Transcription"	6						"unprognostic (1.90e-2)"					"unprognostic (2.69e-2)"															"potential prognostic unfavorable (6.60e-4)"								
TAS2R20	"T2R20, T2R56, TAS2R49"	ENSG00000255837	"Taste 2 receptor member 20"	P59543	12	10995961-10998304	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Low tissue specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in single"			"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in some"																			NA	NA				"Cluster 66: Non-specific - Transcription"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 56: Non-specific - Sensory perception"	"Cluster 49: Non-specific - Transcription"	1						"unprognostic (3.01e-1)"					"unprognostic (1.25e-1)"							"unprognostic (2.21e-2)"								"unprognostic (1.91e-3)"								
TAS2R3	T2R3	ENSG00000127362	"Taste 2 receptor member 3"	Q9NYW6	7	141764097-141765197	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA					"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 56: Non-specific - Sensory perception"											"unprognostic (4.93e-1)"		"unprognostic (3.52e-2)"															"unprognostic (3.74e-2)"			"unprognostic (2.75e-1)"					
TAS2R30	"T2R30, TAS2R47"	ENSG00000256188	"Taste 2 receptor member 30"	P59541	12	11132958-11134644	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Cell type enhanced"	"Detected in some"		"Cone photoreceptor cells: 1.7;monocytes: 1.7;Rod photoreceptor cells: 2.0;Skeletal myocytes: 3.9"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"																			NA	NA					"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 56: Non-specific - Sensory perception"	"Cluster 55: Non-specific - Transcription"										"unprognostic (2.47e-1)"		"unprognostic (2.29e-2)"															"unprognostic (3.87e-3)"			"unprognostic (1.18e-2)"					
TAS2R31	"T2R31, T2R53, TAS2R44"	ENSG00000256436	"Taste 2 receptor member 31"	P59538	12	11030387-11031407	"G-protein coupled receptors, Predicted membrane proteins"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Cell type enhanced"	"Detected in some"		"Bipolar cells: 1.2;Endothelial cells: 1.5;Horizontal cells: 1.3;Prostatic glandular cells: 1.0;Rod photoreceptor cells: 1.0"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"																			NA	NA					"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 56: Non-specific - Sensory perception"	"Cluster 55: Non-specific - Transcription"	1						"unprognostic (2.03e-1)"					"unprognostic (1.44e-2)"															"potential prognostic unfavorable (9.65e-4)"								
TAS2R38	"PTC, T2R61"	ENSG00000257138	"Taste 2 receptor member 38"	P59533	7	141972631-141973773	"G-protein coupled receptors, Predicted membrane proteins, Transporters"	"Sensory transduction, Taste"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at transcript level"	"Evidence at transcript level"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Gallbladder cancer: 2.0;lung cancer: 1.1"		"Not detected"	"Not detected"							"HPA043862, HPA054366"	Uncertain						NA	NA						"Cluster 24: Non-specific - Unknown function"					"HPA043862: AB_2678703, HPA054366: AB_2682464"						"unprognostic (5.49e-2)"																				"unprognostic (6.52e-2)"					
